Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
6433-1,2015-01-13,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,Binder Posts,technology,Large Box,Express Air,2015-01-15,3.5,5.74,2.24,50.0,157.22,9.0,14.33,145.05,5.01,147.86
6434-1,2016-06-30,Pyer Kendd,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Alto Memo Cubes,office supplies,Wrap Bag,Regular Air,2016-07-02,3.32,5.18,1.86,28.0,201.42,0.0,6.04,195.68,2.04,210.07
6434-1,2016-01-02,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Not Specified,Beekin 105-Key Black Keyboard,office supplies,Small Box,Express Air,2016-01-04,6.39,19.98,13.59,2.0,179.82,7.0,10.79,169.03,4.0,173.03
6435-1,2015-12-06,Ben Peterman,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Low,12 Colored Short Pencils,office supplies,Wrap Bag,Regular Air,2015-12-08,1.09,2.6,1.51,39.0,75.82,5.0,5.45,69.11,2.4,70.68
6435-1,2016-11-10,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",office supplies,Small Box,Regular Air,2016-11-12,0.9,2.1,1.2,9.0,80.36,3.0,6.32,74.36,0.7,74.55
6435-1,2016-09-22,Richard Bierner,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan 487 Labels,office supplies,Small Box,Regular Air,2016-09-23,2.29,3.69,1.4,42.0,188.92,6.0,7.92,165.6,0.5,168.04
6436-1,2016-01-28,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Consumer,Aanya Zhang,Medium,Artisan Binder Labels,office supplies,Small Box,Express Air,2016-01-29,2.45,3.89,1.44,32.0,67.83,5.0,4.43,60.86,7.01,62.87
6436-1,2016-05-02,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Medium,Apex Straight Scissors,office supplies,Small Box,Regular Air,2016-05-03,5.19,12.98,7.79,48.0,225.1,8.0,2.25,213.2,3.14,213.29
6437-1,2015-04-18,Trudy Schmidt,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Corporate,Preston Senome,Low,Artisan 481 Labels,office supplies,Wrap Bag,Express Air,2015-04-18,1.94,3.08,1.14,19.0,101.9,0.0,7.36,104.04,0.99,109.84
6438-1,2016-10-27,Patrick Jones,"222 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Medium,12 Colored Short Pencils,office supplies,Wrap Bag,Regular Air,2016-10-28,1.09,2.6,1.51,6.0,31.2,5.0,1.56,29.64,2.4,32.04
6438-1,2016-12-14,Dorris Love,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,High,Steady Major Accent Highlighters,technology,Small Box,Regular Air,2016-12-15,3.75,7.08,3.33,13.0,166.6,3.0,4.48,152.07,2.35,156.87
6438-1,2016-05-14,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,NSW,Small Business,Preston Senome,Not Specified,12 Colored Short Pencils,office supplies,Wrap Bag,Regular Air,2016-05-16,1.09,2.6,1.51,37.0,69.12,7.0,5.45,62.87,2.4,63.46
6438-1,2016-10-28,Logan Haushalter,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Medium,12 Colored Short Pencils,technology,Medium Box,Regular Air,2016-10-30,1.09,2.6,1.51,25.0,31.2,5.0,1.56,29.64,2.4,32.04
6439-1,2016-09-15,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Oanya Zhang,Medium,Artisan 478 Labels,office supplies,Small Box,Regular Air,2016-09-16,3.14,4.91,1.77,22.0,82.01,8.0,7.24,57.66,0.5,73.57
6439-1,2016-03-26,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,Beekin 6 Outlet Metallic Surge Strip,office supplies,Small Box,Regular Air,2016-03-28,4.46,10.89,6.43,23.0,252.38,1.0,0.0,251.74,4.5,257.35
6440-1,2016-02-01,Patrick Gardner,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Critical,Beekin 6 Outlet Metallic Surge Strip,office supplies,Small Pack,Regular Air,2016-02-02,4.46,10.89,6.43,16.0,356.85,2.0,22.38,300.56,4.5,305.06
6440-1,2016-08-24,Alejandro Ballentine,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,Binder Posts,office supplies,Small Box,Regular Air,2016-08-25,3.5,5.74,2.24,10.0,326.7,10.0,26.14,300.56,5.01,305.06
6441-1,2015-10-20,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Artisan 474 Labels,office supplies,Wrap Bag,Express Air,2015-10-24,1.84,2.88,1.04,41.0,7.6,7.0,0.6,8.16,0.99,10.24
6441-1,2015-12-16,Patrick OBrill,"53 Riley Street,Woolloomooloo",Sydney,NSW,Consumer,Tina Carlton,Low,Beekin 105-Key Black Keyboard,office supplies,Small Pack,Regular Air,2015-12-18,6.39,19.98,13.59,49.0,359.64,8.0,14.39,345.25,4.0,349.25
6442-1,2016-06-29,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Low,Artisan Printable Repositionable Plastic Tabs,office supplies,Small Box,Regular Air,2016-06-30,5.33,8.6,3.27,43.0,201.42,8.0,6.04,195.38,6.19,210.48
6442-1,2016-07-05,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Artisan 479 Labels,technology,Small Box,Regular Air,2016-07-07,1.59,2.61,1.02,20.0,136.32,7.0,5.74,127.14,0.5,129.57
6442-1,2016-12-17,Theresa Coyne,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,High,Artisan Poly Binder Pockets,office supplies,Small Box,Regular Air,2016-12-19,2.26,3.58,1.32,29.0,136.32,10.0,4.48,128.14,5.47,129.53
6442-1,2016-01-24,Joy Bell,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Low,Artisan Arch Ring Binders,technology,Jumbo Drum,Delivery Truck,2016-01-25,36.02,58.1,22.08,42.0,92.11,0.0,0.02,95.2,1.49,93.01
6443-1,2016-10-20,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Artisan Poly Binder Pockets,office supplies,Small Box,Express Air,2016-10-20,2.26,3.58,1.32,20.0,121.72,5.0,8.52,113.2,5.47,118.67
6443-1,2016-10-20,Edward Nazzal,"485 Crown St,Surry Hills",Sydney,NSW,Home Office,Leighton Forrest,High,Artisan Poly Binder Pockets,furniture,Large Box,Regular Air,2016-10-20,2.26,3.58,1.32,41.0,121.72,4.0,8.62,113.2,5.47,118.67
6443-1,2016-06-29,Brian DeCherney,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Critical,Binding Machine Supplies,technology,Medium Box,Regular Air,2016-07-01,18.38,29.17,10.79,49.0,356.93,6.0,1.0,356.83,6.27,361.64
6443-1,2016-01-26,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,High,Artisan 487 Labels,office supplies,Small Box,Regular Air,2016-01-28,2.29,3.69,1.4,43.0,121.63,7.0,8.66,116.76,0.5,118.27
6443-1,2016-10-21,Patrick Jones,"222 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan 487 Labels,office supplies,Small Box,Express Air,2016-10-23,2.29,3.69,1.4,2.0,121.72,7.0,8.52,113.26,0.5,118.77
6443-1,2016-10-31,Rick Wilson,"438 Victoria Avenue,Chatswood",Sydney,NSW,Consumer,Natasha Song,Low,Artisan 487 Labels,office supplies,Small Box,Express Air,2016-10-31,2.29,3.69,1.4,8.0,121.72,9.0,8.22,113.2,0.5,118.67
6443-1,2016-09-26,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Binder Clips by OIC,office supplies,Small Pack,Regular Air,2016-10-05,0.93,1.48,0.55,36.0,40.84,10.0,3.43,48.45,0.7,45.03
6443-1,2016-11-28,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Beekin 6 Outlet Metallic Surge Strip,office supplies,Small Box,Regular Air,2016-11-29,4.46,10.89,6.43,25.0,75.64,10.0,1.41,74.17,4.5,75.67
6444-1,2016-11-17,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Not Specified,Brown Kraft Recycled Envelopes,office supplies,Wrap Bag,Regular Air,2016-11-19,11.04,16.98,5.94,42.0,781.08,0.0,70.3,710.78,12.39,723.17
6445-1,2014-06-29,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Not Specified,Binding Machine Supplies,technology,Small Box,Regular Air,2014-06-28,18.38,29.17,10.79,39.0,599.8,9.0,0.0,599.8,6.27,505.0
6445-1,2016-10-22,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Low,"OIC Colored Binder Clips, Assorted Sizes",office supplies,Small Box,Express Air,2016-10-24,2.29,3.58,1.29,23.0,114.84,7.0,8.04,106.8,1.63,107.3
6445-1,2016-10-22,Cicole Hansen,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Medium,Artisan 479 Labels,office supplies,Small Box,Regular Air,2016-10-23,1.59,2.61,1.02,20.0,114.84,10.0,8.04,106.8,0.5,107.3
6445-1,2016-03-21,Deanra Eno,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan 479 Labels,technology,Medium Box,Regular Air,2016-03-22,1.59,2.61,1.02,45.0,114.8,3.0,9.49,106.21,0.5,107.3
6445-1,2016-06-14,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,High,Artisan 479 Labels,office supplies,Wrap Bag,Regular Air,2016-06-16,1.59,2.61,1.02,50.0,114.84,9.0,8.04,106.8,0.5,107.3
6445-1,2016-01-19,Sue Ann Reed,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Critical,Artisan Legal 4-Ring Binder,office supplies,Wrap Bag,Regular Air,2016-01-19,13.64,20.98,7.34,16.0,873.16,6.0,78.24,764.34,1.49,779.63
6445-1,2017-02-03,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Medium,Wirebound Voice Message Log Book,office supplies,Small Box,Regular Air,2017-02-05,2.9,4.76,1.86,9.0,26.92,9.0,0.71,26.63,0.88,27.62
6445-1,2016-08-24,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Critical,Smiths SlimLine Pencil Sharpener,office supplies,Small Pack,Regular Air,2016-08-24,4.79,11.97,7.18,35.0,336.7,2.0,26.14,320.76,5.81,310.97
6445-1,2016-01-19,Sue Ann Reed,"501 George St,Sydney",Sydney,NSW,Consumer,Simantha Chairs,Critical,1726 Digital Answering Machine,office supplies,Wrap Bag,Regular Air,2016-01-19,8.82,20.99,12.17,50.0,58.04,9.0,3.94,54.46,4.81,55.12
6445-1,2016-10-22,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Low,Artisan 479 Labels,office supplies,Wrap Bag,Regular Air,2016-10-23,1.59,2.61,1.02,31.0,114.84,7.0,8.04,106.8,0.5,107.3
6446-1,2016-05-20,Toby Carlislo,"6/15 Cross Street,Double Bay",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Alto Perma 2700 Stacking Storage Drawers,technology,Small Box,Regular Air,2016-05-22,8.92,29.74,20.82,33.0,581.76,5.0,57.78,518.68,6.64,531.92
6446-1,2016-10-20,Edward Nazzal,"485 Crown St,Surry Hills",Sydney,NSW,Corporate,Leighton Forrest,Critical,Self-Adhesive Removable Labels,office supplies,Small Pack,Regular Air,2016-10-20,1.98,3.15,1.17,49.0,121.72,2.0,8.52,113.2,0.49,116.67
6448-1,2016-09-15,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Corporate,Aanya Zhang,Medium,Artisan Poly Binder Pockets,office supplies,Wrap Bag,Regular Air,2016-09-16,2.26,3.58,1.32,47.0,132.32,10.0,7.76,126.16,5.47,125.64
6448-1,2015-08-10,Norah Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Consumer,Preston Senome,High,Artisan 487 Labels,office supplies,Small Box,Regular Air,2015-08-11,2.29,3.69,1.4,42.0,139.5,0.0,5.36,137.32,0.5,138.69
6449-1,2016-10-14,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,Low,Beekin 6 Outlet Metallic Surge Strip,technology,Small Box,Regular Air,2016-10-17,4.46,10.89,6.43,17.0,293.72,9.0,24.73,264.35,4.5,258.76
6449-1,2016-07-05,Yara Ferguson,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Artisan Printable Repositionable Plastic Tabs,office supplies,Wrap Bag,Regular Air,2016-07-07,5.33,8.6,3.27,22.0,128.88,7.0,5.16,123.72,6.19,129.19
6449-1,2016-10-23,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Home Office,Yvette Biti,High,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",technology,Small Box,Regular Air,2016-10-30,56.16,136.98,80.82,29.0,410.94,6.0,41.09,369.85,24.49,394.34
6451-1,2016-10-23,Patrick Bzostek,"1/50-58 Hunter St,Sydney",Sydney,NSW,Corporate,Preston Senome,Critical,Artisan Durable Binders,office supplies,Small Pack,Regular Air,2016-10-25,1.84,2.88,1.04,9.0,92.16,7.0,0.92,91.24,1.49,92.73
6451-1,2016-10-23,Samah Collister,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Critical,Artisan Durable Binders,office supplies,Small Box,Regular Air,2016-10-25,1.84,2.88,1.04,23.0,92.16,2.0,0.92,91.24,1.49,92.73
6451-1,2016-10-23,Patrick Bzostek,"1/50-58 Hunter St,Sydney",Sydney,NSW,Corporate,Preston Senome,High,Artisan Durable Binders,office supplies,Small Box,Regular Air,2016-10-25,1.84,2.88,1.04,50.0,92.16,5.0,0.92,91.24,1.49,92.73
6451-1,2016-10-23,Patrick Bzostek,"61 York St,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Medium,Artisan Durable Poly Binders,office supplies,Small Box,Regular Air,2016-10-25,3.37,5.53,2.16,50.0,92.16,10.0,0.92,91.24,6.98,92.73
6451-1,2016-10-23,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,High,Artisan Durable Poly Binders,office supplies,Small Box,Regular Air,2016-10-27,3.37,5.53,2.16,18.0,92.16,4.0,0.92,91.24,6.98,92.73
6451-1,2016-09-26,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Artisan 487 Labels,office supplies,Small Box,Regular Air,2016-09-28,2.29,3.69,1.4,30.0,78.8,3.0,5.18,67.34,0.5,70.31
6451-1,2016-10-23,Patrick Bzostek,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",office supplies,Small Pack,Regular Air,2016-10-25,1.05,1.95,0.9,7.0,92.16,5.0,0.92,91.24,1.63,92.73
6452-1,2016-08-24,Jasper Cacioppo,"24 Addison Rd,Marrickville",Sydney,NSW,Home Office,Radhya Staples,Medium,Steady Pocket Accent Highlighters,office supplies,Wrap Bag,Regular Air,2016-09-02,0.93,1.6,0.67,6.0,69.9,5.0,2.79,63.59,1.29,63.48
6453-1,2017-01-04,Muhammed Yedwab,"18 Whistler St,Sydney",Sydney,NSW,Consumer,Nicholas Fernandes,High,Office Shears by Apex,office supplies,Wrap Bag,Regular Air,2017-01-05,0.94,2.08,1.14,9.0,74.8,9.0,2.75,74.59,2.56,73.68
6453-1,2016-12-19,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Consumer,Preston Senome,Not Specified,Bagged Rubber Bands,office supplies,Small Box,Regular Air,2016-12-21,0.24,1.26,1.02,42.0,35.6,6.0,2.83,34.06,0.7,35.03
6453-1,2016-01-12,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Critical,Artisan Hi-Liter Smear-Safe Highlighters,office supplies,Small Box,Regular Air,2016-01-14,2.98,5.84,2.86,8.0,56.5,2.0,4.72,52.38,0.83,53.24
6453-1,2016-06-20,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Low,Artisan 478 Labels,technology,Small Box,Regular Air,2016-06-23,3.14,4.91,1.77,35.0,66.0,5.0,3.32,52.64,0.5,63.94
6453-1,2016-07-28,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Consumer,Aanya Zhang,High,Artisan 481 Labels,technology,Small Box,Regular Air,2016-07-30,1.94,3.08,1.14,40.0,67.02,3.0,0.0,68.98,0.99,69.14
6455-1,2016-10-22,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Artisan 481 Labels,technology,Small Box,Regular Air,2016-10-24,1.94,3.08,1.14,39.0,114.84,5.0,8.04,106.8,0.99,107.3
6455-1,2016-10-25,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Medium,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",office supplies,Small Pack,Regular Air,2016-10-27,0.9,2.1,1.2,46.0,63.55,5.0,2.61,62.9,0.7,63.54
6455-1,2016-04-11,Corey Lock,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,"Wirebound Message Book, 4 per Page",office supplies,Wrap Bag,Express Air,2016-04-12,3.48,5.43,1.95,16.0,83.56,2.0,4.52,74.47,0.95,85.64
6455-1,2016-10-25,Caroline Jumper,"145 Ramsay St,Haberfield",Sydney,NSW,Consumer,Phoebe Gour,High,Sciths General Use 3-Ring Binders,office supplies,Wrap Bag,Regular Air,2016-10-27,1.18,1.88,0.7,43.0,69.3,3.0,3.47,65.84,1.49,66.54
6458-1,2016-12-23,Gaorge Cnr Hugher,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Medium,Smiths General Use 3-Ring Binders,office supplies,Small Box,Regular Air,2016-12-25,1.18,1.88,0.7,39.0,35.72,3.0,2.14,33.58,1.49,35.07
6458-1,2015-07-30,Keith Herrera,"120 Hardware St,Melbourne",Melbourne,VIC,Consumer,Connor Betts,High,"Artisan Flip-Chart Easel Binder, Black",technology,Small Box,Express Air,2015-07-31,13.88,22.38,8.5,42.0,404.75,10.0,40.69,369.36,15.1,391.64
6459-1,2015-11-22,Ellis Ballard,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan 478 Labels,office supplies,Wrap Bag,Regular Air,2015-11-23,3.14,4.91,1.77,38.0,160.64,9.0,3.61,158.93,0.5,159.69
6459-1,2016-10-31,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,High,Artisan 487 Labels,office supplies,Wrap Bag,Regular Air,2016-11-01,2.29,3.69,1.4,8.0,157.2,2.0,1.32,147.3,0.5,147.4
6460-1,2016-06-20,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Smiths File Caddy,office supplies,Small Box,Regular Air,2016-06-20,4.03,9.38,5.35,27.0,356.05,8.0,3.36,327.85,7.28,330.96
6460-1,2016-08-24,Kelly Williams,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,High,Beekin 6 Outlet Metallic Surge Strip,office supplies,Small Box,Express Air,2016-08-25,4.46,10.89,6.43,3.0,326.7,8.0,26.14,300.56,4.5,305.06
6460-1,2016-03-05,Steven Cartwright,"531 King St,Newtown",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Beekin 6 Outlet Metallic Surge Strip,office supplies,Small Box,Regular Air,2016-03-09,4.46,10.89,6.43,42.0,326.7,4.0,26.18,300.56,4.5,305.06
6460-1,2016-09-18,John Castell,"154 Castlereagh St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Critical,Beekin 6 Outlet Metallic Surge Strip,technology,Small Box,Regular Air,2016-09-18,4.46,10.89,6.43,8.0,326.7,5.0,26.14,300.56,4.5,305.06
6460-1,2016-03-06,Cynthia Delaney,"1/160 Anzac Parade,Kensington",Sydney,NSW,Small Business,Natasha Song,Medium,Beekin 6 Outlet Metallic Surge Strip,office supplies,Wrap Bag,Regular Air,2016-03-08,4.46,10.89,6.43,39.0,326.7,8.0,26.14,300.56,4.5,305.06
6460-1,2016-10-28,Joni Sundaresam,"Tom Road & Weet, Melbourne",Sydney,NSW,Home Office,Phoebe Gour,Critical,Beekin 6 Outlet Metallic Surge Strip,office supplies,Small Pack,Regular Air,2016-11-06,4.46,10.89,6.43,43.0,326.7,5.0,26.14,300.56,4.5,305.06
6463-1,2016-10-28,Logan Haushalter,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Critical,Smiths General Use 3-Ring Binders,technology,Small Box,Regular Air,2016-10-30,1.18,1.88,0.7,2.0,75.6,2.0,1.51,74.09,1.49,74.48
6464-1,2016-07-05,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Medium,Self-Adhesive Removable Labels,office supplies,Small Box,Regular Air,2016-07-07,1.98,3.15,1.17,23.0,152.8,7.0,5.36,137.16,0.49,137.35
6465-1,2013-10-29,Guy Armstrong,"6-8 O'Connell Street,Newtown",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Steady Major Accent Highlighters,office supplies,Wrap Bag,Regular Air,2013-10-30,3.75,7.08,3.33,47.0,278.5,7.0,0.0,277.02,2.35,177.4
6465-1,2015-07-05,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,Medium,Steady Liquid Accent Tank-Style Highlighters,technology,Small Box,Regular Air,2015-07-07,1.31,2.84,1.53,27.0,215.0,10.0,6.16,110.89,0.93,113.89
6467-1,2016-03-12,Andrew Allen,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Low,1726 Digital Answering Machine,office supplies,Small Box,Regular Air,2016-03-17,8.82,20.99,12.17,50.0,65.93,9.0,0.67,64.33,4.81,65.23
6467-1,2016-10-31,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Medium,Artisan Hanging File Binders,office supplies,Wrap Bag,Regular Air,2016-11-01,3.65,5.98,2.33,22.0,137.54,9.0,1.38,136.16,1.49,137.65
6467-1,2016-08-08,Michelle Arnett,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,High,Smiths SlimLine Pencil Sharpener,technology,Jumbo Drum,Delivery Truck,2016-08-09,4.79,11.97,7.18,8.0,176.26,9.0,1.86,165.14,5.81,176.75
6469-1,2016-10-31,George Zrebassa,"81 MacLeay St,Potts Point",Sydney,NSW,Consumer,Samantha Chairs,Medium,Binder Posts,technology,Small Pack,Regular Air,2016-11-03,3.5,5.74,2.24,3.0,275.52,3.0,13.78,261.74,5.01,266.75
6469-1,2016-10-31,George Zrebassa,"81 MacLeay St,Potts Point",Sydney,NSW,Home Office,Samantha Chairs,Critical,Binder Posts,office supplies,Small Box,Regular Air,2016-11-03,3.5,5.74,2.24,43.0,275.52,3.0,13.78,261.74,5.01,266.75
6469-1,2016-10-31,George Zrebassa,"3 Orwell St,Potts Point",Sydney,NSW,Consumer,Leighton Forrest,Low,Binder Posts,office supplies,Wrap Bag,Regular Air,2016-11-03,3.5,5.74,2.24,23.0,275.52,9.0,13.78,261.74,5.01,266.75
6469-1,2016-10-31,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Binder Posts,office supplies,Wrap Bag,Regular Air,2016-11-01,3.5,5.74,2.24,39.0,275.52,10.0,13.78,261.74,5.01,266.75
6471-1,2016-02-10,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Critical,Apex Box Cutter Scissors,office supplies,Small Box,Regular Air,2016-02-11,4.19,10.23,6.04,24.0,198.4,2.0,9.92,188.48,4.68,192.15
6471-1,2016-12-08,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Corporate,Nicholas Fernandes,High,Apex Forged Steel Scissors with Black Enamel Handles,office supplies,Small Pack,Regular Air,2016-12-12,4.1,9.31,5.21,10.0,206.61,1.0,2.07,196.31,3.98,196.74
6472-1,2016-05-31,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Medium,Apex Preferred Stainless Steel Scissors,office supplies,Small Box,Regular Air,2016-06-03,2.5,5.68,3.18,40.0,201.2,0.0,8.06,193.52,3.6,196.72
6472-1,2016-11-02,Liz Carlisle,"797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Phoebe Gour,High,Apex Straight Scissors,office supplies,Small Pack,Express Air,2016-11-03,5.19,12.98,7.79,11.0,193.12,3.0,0.0,193.12,3.14,196.72
6473-1,2016-05-26,Carl Muray,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,High,Wirebound Voice Message Log Book,technology,Small Box,Regular Air,2016-05-26,2.9,4.76,1.86,2.0,39.92,8.0,2.93,36.06,0.88,38.53
6474-1,2016-12-09,Guy Armstrong,"523 King St,Newtown",Sydney,NSW,Small Business,Aanya Zhang,Medium,"Angle-D Binders with Locking Rings, Label Holders",office supplies,Small Box,Express Air,2016-12-10,4.53,7.3,2.77,34.0,275.32,7.0,24.77,261.95,7.72,278.92
6475-1,2014-11-02,Lindsay Shagiari,"5/250 Old Northern Road ,Castle Hill",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,1726 Digital Answering Machine,furniture,Small Pack,Regular Air,2014-11-04,8.82,20.99,12.17,10.0,91.68,1.0,1.83,89.85,4.81,92.75
6477-1,2016-11-03,Sheri Gordon,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Consumer,Tina Carlton,Low,Artisan 48 Labels,office supplies,Wrap Bag,Regular Air,2016-11-04,3.84,6.3,2.46,28.0,220.5,6.0,6.62,213.89,0.5,214.39
6477-1,2016-10-01,David Flashing,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,High,Apex Straight Scissors,office supplies,Wrap Bag,Regular Air,2016-10-02,5.19,12.98,7.79,46.0,730.16,0.0,68.72,693.36,3.14,644.33
6477-1,2017-02-02,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,High,Artisan Legal 4-Ring Binder,office supplies,Small Box,Regular Air,2017-02-03,13.64,20.98,7.34,30.0,299.94,9.0,23.97,275.31,1.49,293.26
